Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Gender_M,Reached.on.Time_Y.N
4,1,224,4,2,5,4887,0,0,0,0,0,1,0,0
4,1,258,3,1,10,4906,0,0,1,0,0,1,0,0
4,3,148,5,2,2,4065,0,0,0,1,0,0,1,1
4,2,200,4,1,43,2747,0,0,0,1,1,0,1,1
5,2,221,6,2,2,1781,0,0,0,0,1,0,1,1
3,2,268,4,1,6,4415,0,1,0,0,0,1,1,0
4,4,190,3,1,2,4800,0,0,0,1,0,1,1,0
4,3,179,3,2,40,1584,1,0,0,0,0,1,1,1
4,1,225,3,2,9,4242,0,0,0,0,0,1,1,1
5,3,208,3,2,35,3884,0,0,0,1,0,1,1,1
2,2,139,3,2,23,1283,0,1,0,0,0,1,0,1
4,2,250,5,2,10,1026,1,0,0,0,0,1,1,1
3,2,238,4,1,7,5254,1,0,0,0,0,1,0,0
2,3,160,2,3,3,4409,0,1,0,0,0,0,1,0
5,5,284,6,1,9,3912,0,0,0,1,1,0,1,1
5,3,237,4,1,8,5432,0,0,0,1,0,1,0,0
4,2,240,3,2,9,5170,0,1,0,0,0,1,1,1
4,4,207,2,2,14,2945,0,1,0,0,0,1,0,1
3,2,257,2,3,46,2848,0,0,0,1,0,1,0,1
5,5,250,2,2,10,5475,0,1,0,0,0,1,1,1
5,2,146,7,1,7,5204,0,0,1,0,0,1,1,0
4,5,265,3,2,41,3101,1,0,0,0,1,0,0,1
4,2,259,4,1,13,2495,1,0,0,0,0,1,0,1
6,1,286,7,2,7,2338,0,0,1,0,0,1,0,1
3,1,256,4,2,3,4398,0,1,0,0,0,1,0,1
6,4,298,4,2,8,1437,1,0,0,0,1,0,0,1
3,3,244,3,1,6,5109,0,0,0,1,1,0,1,0
6,3,310,5,1,6,1139,1,0,0,0,0,1,1,0
2,2,150,3,1,6,5854,0,0,0,1,1,0,0,1
3,1,134,3,2,10,4200,0,1,0,0,0,1,1,0
4,1,273,3,1,5,5323,1,0,0,0,0,1,0,0
2,1,208,2,1,10,4671,1,0,0,0,0,1,1,1
4,3,117,3,2,4,4666,1,0,0,0,0,0,0,0
4,3,142,2,2,63,1615,0,1,0,0,0,1,0,1
5,3,262,5,1,8,1493,0,1,0,0,0,1,0,1
3,5,255,7,2,8,4091,0,0,0,0,0,0,1,1
5,2,168,3,1,50,1486,0,0,0,1,0,1,0,1
4,5,195,3,2,7,4835,1,0,0,0,0,0,1,0
5,4,157,7,2,3,4723,0,0,0,1,0,1,1,0
3,5,206,3,2,39,2929,1,0,0,0,0,1,1,1
7,5,282,5,1,7,1260,0,0,0,1,0,1,1,1
5,1,253,6,2,12,2486,0,1,0,0,1,0,1,1
4,5,168,2,3,2,5776,0,0,0,1,0,1,1,0
3,3,259,3,2,4,4259,0,0,1,0,0,1,0,0
5,3,252,4,2,63,3729,0,1,0,0,0,1,1,1
3,5,152,6,1,32,1158,1,0,0,0,0,1,0,1
4,2,249,2,2,7,5876,0,0,0,0,0,1,0,1
3,5,159,2,3,9,4099,1,0,0,0,1,0,0,1
4,3,149,3,2,5,4031,0,0,1,0,0,1,0,0
5,5,186,4,2,9,5592,1,0,0,0,0,1,0,1
3,2,207,2,1,9,4671,0,0,0,1,0,1,1,0
4,3,262,2,2,3,4064,1,0,0,0,0,0,0,1
3,5,257,3,1,5,5657,0,0,0,0,0,1,1,0
4,4,254,3,1,7,5637,0,0,0,0,0,1,1,0
4,4,204,3,2,8,5614,1,0,0,0,1,0,1,0
5,3,197,5,1,1,5581,1,0,0,0,1,0,0,0
4,2,271,3,2,4,5902,0,0,0,0,0,1,0,0
5,5,266,2,2,7,5712,0,0,0,1,0,1,1,1
4,1,198,3,2,1,4090,0,1,0,0,0,1,0,0
6,1,293,5,2,7,1052,1,0,0,0,0,0,0,0
4,3,248,3,2,5,4667,0,0,1,0,0,0,0,0
3,4,257,5,2,5,5365,0,0,0,1,0,1,0,0
3,2,142,2,1,7,4082,0,0,0,1,0,1,1,0
6,4,247,4,2,3,1946,0,0,0,1,0,1,1,0
5,2,248,5,2,1,1845,0,1,0,0,0,1,0,1
4,1,221,3,1,3,2546,0,1,0,0,0,1,0,1
3,1,191,3,1,1,4705,1,0,0,0,0,0,1,0
2,5,104,7,1,12,1064,1,0,0,0,1,0,1,1
6,2,135,5,1,26,1585,0,0,1,0,0,1,1,1
4,5,215,3,2,21,3984,0,0,0,1,0,1,0,1
5,5,132,3,1,5,4195,0,0,0,1,1,0,1,1
4,4,145,3,3,2,5665,0,1,0,0,0,1,1,0
5,4,215,2,1,45,3501,0,1,0,0,0,1,0,1
5,3,263,2,1,3,4474,0,0,0,0,0,1,1,1
3,1,207,4,1,9,4252,0,0,0,1,0,1,1,0
4,4,134,2,1,1,5209,1,0,0,0,0,1,1,1
3,1,135,3,1,9,4511,0,0,0,1,0,0,1,0
4,2,270,5,1,5,1747,0,0,0,1,0,0,0,1
5,3,150,2,1,2,1682,0,0,0,0,0,1,1,1
3,4,160,4,2,9,4733,0,0,0,1,0,1,1,1
5,2,250,6,1,1,1296,0,1,0,0,0,1,1,1
4,5,148,3,1,5,4913,1,0,0,0,1,0,1,0
4,1,150,3,3,17,1923,0,0,0,1,0,1,0,1
6,1,134,3,2,10,1278,1,0,0,0,0,0,1,1
2,1,257,2,1,24,2130,0,0,0,0,0,1,0,1
7,4,287,4,1,9,1667,0,0,0,1,0,1,1,1
4,1,253,4,1,1,5621,1,0,0,0,0,1,0,0
3,3,266,2,2,46,3594,0,0,0,1,1,0,1,1
4,1,258,3,2,2,4188,0,0,1,0,1,0,1,0
6,1,222,8,1,2,4914,0,1,0,0,0,1,1,0
3,3,191,3,1,4,4586,1,0,0,0,0,0,1,0
4,4,197,3,2,41,3280,0,0,0,1,1,0,0,1
3,4,141,3,2,2,5512,0,0,0,1,0,1,1,0
2,1,258,5,1,9,1548,0,0,0,0,1,0,0,1
3,3,242,2,1,7,4501,0,1,0,0,0,1,0,0
7,4,283,5,1,6,1882,0,0,0,1,0,1,1,1
4,5,216,3,2,7,5891,0,0,0,1,1,0,0,0
5,2,222,5,1,1,1672,0,0,0,1,1,0,0,0
4,5,245,3,2,2,5439,0,1,0,0,0,1,0,1
4,5,244,3,1,49,3914,0,1,0,0,0,1,0,1
2,5,140,4,3,2,4636,1,0,0,0,0,1,0,1
7,2,282,5,1,6,1744,0,0,0,1,0,1,1,1
3,4,169,4,2,32,1245,0,1,0,0,0,1,0,1
6,1,104,4,2,23,1442,0,1,0,0,0,1,0,1
6,5,253,4,2,8,1899,1,0,0,0,0,1,1,1
4,1,211,3,2,2,5851,0,0,1,0,0,0,0,0
4,3,166,4,2,1,4536,0,0,0,1,0,1,0,0
4,3,153,3,2,2,1095,1,0,0,0,0,1,1,1
5,5,223,5,2,8,1132,0,1,0,0,0,1,1,0
4,3,143,3,2,3,5062,0,1,0,0,0,1,0,1
4,3,234,3,2,9,4868,0,1,0,0,0,1,0,1
6,1,268,4,1,1,1654,0,0,1,0,0,1,0,1
3,1,178,3,1,11,1481,0,0,1,0,0,1,0,1
3,3,153,5,1,12,1972,0,0,0,1,0,1,0,1
4,5,258,3,1,3,5422,0,1,0,0,0,1,0,1
4,2,198,6,2,5,4659,1,0,0,0,0,1,1,0
4,3,192,4,1,3,1406,0,0,1,0,0,1,0,1
4,3,273,10,2,6,4251,0,0,0,1,0,1,1,1
4,1,212,3,1,3,4896,0,0,1,0,0,1,1,0
4,3,268,5,2,7,1932,0,1,0,0,1,0,1,1
4,1,164,2,2,3,1124,0,0,0,1,0,0,0,1
3,5,143,3,1,10,5021,0,0,0,0,0,1,0,0
2,5,211,4,1,1,5673,0,0,1,0,0,1,1,0
3,1,121,5,1,62,1505,0,0,0,1,0,1,1,1
4,1,243,3,3,5,5989,0,0,0,1,0,1,0,0
4,5,132,4,2,28,1715,0,0,1,0,0,1,0,1
4,3,140,2,1,22,1248,0,0,0,1,0,1,0,1
3,5,274,3,2,51,3476,0,0,1,0,0,1,0,1
4,2,274,3,2,7,4477,0,0,1,0,0,1,0,1
3,4,212,2,1,33,2021,0,0,0,0,0,1,1,1
4,3,276,4,1,3,3889,0,0,0,0,0,1,0,1
5,1,245,3,2,9,5690,0,1,0,0,0,1,1,0
3,1,174,3,1,9,4380,0,0,0,1,0,1,0,1
5,1,180,2,1,35,1204,0,0,0,1,0,1,1,1
3,1,250,2,2,9,4753,0,0,0,1,0,1,0,0
4,1,253,5,1,2,1362,0,1,0,0,0,1,0,0
7,5,308,5,2,6,1154,0,0,0,1,0,0,1,0
4,4,173,3,2,64,1847,0,0,0,1,0,0,0,1
4,4,225,5,1,1,1476,0,0,0,1,0,0,0,1
4,5,239,3,2,1,5482,0,0,0,1,0,1,1,1
3,3,181,2,3,65,3234,0,0,0,1,0,1,1,1
7,3,244,5,2,10,1913,0,0,0,1,0,0,0,1
3,2,116,2,1,22,1430,1,0,0,0,0,1,0,1
4,3,218,2,1,7,4423,1,0,0,0,0,1,0,0
5,1,262,5,2,4,1196,1,0,0,0,0,1,1,0
4,1,247,3,1,9,2414,0,0,0,1,0,0,0,1
4,2,257,3,2,8,5772,0,0,0,0,0,0,1,0
6,2,247,4,1,3,1752,0,0,0,1,0,1,0,0
5,1,237,2,1,10,3860,0,0,0,1,0,0,0,1
5,5,260,5,1,6,1860,0,0,1,0,0,1,0,0
5,4,143,2,1,8,5291,0,0,0,1,0,0,0,0
2,1,218,2,1,15,2745,0,0,1,0,0,0,1,1
5,4,228,4,1,8,4831,0,0,0,1,1,0,0,1
2,5,189,3,1,5,5320,0,0,0,1,0,1,0,0
5,4,265,2,1,2,5164,0,0,0,0,0,1,0,1
4,1,226,7,1,41,2964,0,0,0,1,1,0,1,1
3,4,226,2,3,8,5793,0,0,0,1,1,0,0,0
5,5,272,2,1,4,5342,0,0,0,1,1,0,0,0
4,2,265,6,1,8,1391,1,0,0,0,1,0,1,1
4,3,225,5,1,1,1755,1,0,0,0,0,0,1,0
3,2,165,2,1,24,1966,0,1,0,0,0,1,0,1
3,4,240,2,2,2,5661,0,0,0,0,0,1,0,0
2,5,160,4,1,7,5754,0,0,0,1,1,0,0,0
5,1,266,5,1,9,1852,0,0,0,1,0,0,0,0
4,5,256,3,2,10,4504,0,0,0,1,0,1,1,1
3,1,150,2,1,9,1158,0,0,0,0,0,1,1,1
4,4,184,3,2,9,4500,0,0,0,0,0,1,0,0
4,5,224,10,2,7,4521,0,1,0,0,0,1,0,1
6,5,141,3,2,8,5031,1,0,0,0,1,0,1,0
2,3,264,2,1,63,2896,0,0,0,1,0,1,0,1
3,3,176,2,2,34,1856,0,0,0,1,0,1,1,1
3,3,154,2,2,1,5746,0,0,1,0,0,1,0,1
5,5,260,2,2,55,2791,0,1,0,0,0,1,0,1
4,4,189,2,2,18,2955,0,0,0,1,0,1,0,1
3,2,149,5,2,9,4310,0,0,0,1,0,1,0,0
5,4,243,5,2,4,1813,0,0,1,0,0,1,0,0
6,2,284,4,1,7,1181,0,1,0,0,0,0,0,1
3,3,199,3,2,1,4006,0,0,1,0,0,0,0,1
4,5,202,3,2,8,5416,0,0,0,0,0,1,1,0
5,3,245,4,1,1,5743,1,0,0,0,0,1,1,0
3,1,197,5,2,6,5919,0,0,0,1,0,0,0,0
5,4,233,4,2,1,4255,0,0,1,0,0,0,1,1
3,4,237,3,1,1,5980,0,0,0,1,0,1,1,0
4,5,184,3,1,64,3812,0,0,0,1,1,0,0,1
3,1,169,2,2,19,1183,0,0,1,0,0,1,0,1
4,5,162,3,1,31,1170,0,0,0,0,1,0,0,1
4,4,193,3,2,8,4715,1,0,0,0,0,1,1,1
2,1,108,3,1,4,5924,0,0,0,1,0,1,1,1
6,3,98,3,1,8,4651,0,0,1,0,0,1,0,1
3,3,182,3,1,5,5914,0,0,0,1,0,1,0,0
5,5,133,10,2,9,1724,1,0,0,0,0,1,1,1
4,3,212,2,1,8,5513,0,0,0,1,0,1,1,0
3,4,257,3,1,4,4883,1,0,0,0,1,0,0,0
3,1,268,3,1,2,4746,0,0,0,1,0,1,1,1
4,2,237,3,1,1,5114,0,0,1,0,1,0,1,0
5,5,167,8,1,44,1547,0,0,0,1,0,1,1,1
3,3,190,3,2,2,4468,0,1,0,0,1,0,1,1
4,4,97,6,1,4,5801,1,0,0,0,1,0,1,0
3,1,265,3,2,10,4244,0,0,1,0,0,0,0,0
6,4,291,4,1,5,1327,1,0,0,0,0,1,0,0
2,3,243,5,2,5,4750,1,0,0,0,0,1,1,1
4,1,274,4,2,61,3402,0,0,0,0,1,0,1,1
4,2,203,4,2,9,4217,0,0,0,0,0,0,0,0
4,1,171,2,1,3,4271,1,0,0,0,0,0,1,0
5,5,190,4,2,12,2947,0,0,0,1,1,0,1,1
4,4,217,6,2,9,1974,0,0,0,1,0,1,1,0
3,5,161,3,1,4,5629,0,0,0,0,0,0,0,0
5,2,249,5,1,8,1018,1,0,0,0,0,1,0,1
3,3,137,3,1,8,4742,0,0,0,1,0,1,0,0
4,5,161,3,2,2,5378,0,0,0,1,0,1,0,0
3,3,149,3,2,3,4189,0,1,0,0,0,0,0,0
4,2,225,8,1,8,5623,0,0,0,1,0,1,0,0
4,2,181,3,2,6,5964,0,1,0,0,0,1,1,0
4,1,151,5,3,28,1148,0,0,0,0,0,1,1,1
3,4,183,2,2,52,2078,0,0,0,1,0,1,0,1
3,4,254,2,2,2,5957,0,0,1,0,0,1,1,0
4,5,213,3,2,7,4114,1,0,0,0,1,0,0,0
4,2,208,3,1,8,4342,0,0,0,1,0,1,1,0
5,1,248,2,1,9,5881,1,0,0,0,1,0,0,1
3,3,154,2,1,57,1096,0,1,0,0,0,1,0,1
6,3,226,3,3,4,4604,0,0,1,0,0,0,0,1
4,1,215,2,1,32,3066,0,0,0,1,0,0,1,1
3,3,126,10,1,10,4128,0,0,1,0,0,1,1,0
2,1,258,5,1,10,1221,0,0,0,1,0,1,1,1
4,1,224,2,1,6,4454,0,0,0,0,0,1,0,1
3,4,165,2,1,48,1706,0,1,0,0,0,1,1,1
4,5,155,3,2,8,4924,0,0,0,1,0,1,1,0
5,2,182,4,2,9,5159,0,1,0,0,0,1,0,0
4,1,252,3,2,4,5540,0,1,0,0,0,1,1,0
5,2,219,5,1,9,1505,0,0,1,0,0,0,0,0
3,1,215,6,3,42,3715,0,0,0,1,1,0,1,1
3,1,254,4,2,9,4571,0,1,0,0,1,0,1,0
4,4,248,5,2,2,1651,1,0,0,0,0,0,1,0
6,3,244,3,2,4,5277,0,0,0,1,0,1,1,1
4,4,228,5,1,6,1853,0,0,1,0,0,1,1,1
4,4,223,10,1,24,3271,0,0,1,0,0,1,1,1
5,1,238,5,1,5,5854,0,0,1,0,0,1,0,0
5,3,150,3,2,21,1187,0,0,0,1,0,1,1,1
5,4,281,4,2,56,3709,0,0,0,1,0,1,1,1
3,5,251,4,2,3,5215,0,0,0,1,0,1,0,1
6,3,270,3,1,56,3251,0,0,0,1,1,0,0,1
2,1,185,6,2,7,4138,1,0,0,0,1,0,0,1
5,3,257,5,2,5,4183,0,0,1,0,0,1,1,0
3,4,227,4,1,9,5465,0,0,1,0,0,1,0,0
4,4,264,3,1,6,5959,0,0,0,1,0,1,1,1
5,1,256,7,1,50,3837,0,0,0,1,0,1,0,1
3,5,192,2,2,5,2339,0,0,1,0,1,0,0,1
3,3,203,2,1,1,5244,0,0,0,0,0,1,1,0
4,1,194,3,2,9,5804,1,0,0,0,0,1,0,0
6,2,254,5,1,7,1638,1,0,0,0,0,1,1,1
3,1,123,5,2,10,4231,0,0,1,0,0,1,0,0
6,2,263,4,1,1,1258,0,1,0,0,0,1,0,1
3,1,162,8,3,10,5429,1,0,0,0,0,0,0,0
2,3,219,4,1,9,4086,0,1,0,0,0,1,0,0
5,2,191,4,1,3,5578,0,0,0,1,1,0,0,0
6,4,289,4,3,4,1822,1,0,0,0,0,0,0,0
3,2,224,3,1,40,2180,0,0,0,1,0,0,1,1
5,2,221,6,2,4,1952,0,0,0,1,1,0,1,1
5,2,123,5,1,4,5284,0,0,1,0,0,1,0,0
4,2,242,3,2,10,4721,0,0,0,0,0,1,1,0
5,2,272,3,3,5,4972,0,1,0,0,0,1,1,0
5,2,249,6,1,8,1170,0,0,0,1,1,0,1,1
3,1,185,2,2,34,3299,0,0,0,0,0,0,0,1
3,3,218,3,1,19,3770,0,0,0,1,0,1,1,1
2,1,121,3,2,25,1124,0,0,0,1,0,1,1,1
4,5,169,10,2,6,4385,0,0,1,0,1,0,0,0
6,5,260,4,2,10,1799,1,0,0,0,0,1,0,0
3,5,151,6,1,8,4692,0,1,0,0,0,0,1,1
4,4,261,5,2,2,1829,0,0,0,1,0,1,0,0
6,5,279,4,2,7,1300,0,1,0,0,0,1,1,0
5,1,179,2,1,8,5198,0,1,0,0,0,1,1,1
5,2,206,2,2,2,5627,0,0,0,1,0,1,0,1
6,4,209,5,1,53,3169,0,0,0,0,0,1,0,1
4,3,185,3,2,3,3131,0,0,1,0,0,1,1,1
3,4,228,2,2,65,3943,0,0,0,1,0,1,1,1
4,4,223,5,2,1,1124,1,0,0,0,0,1,1,1
4,5,204,3,2,4,5476,0,0,0,0,1,0,0,0
4,1,182,6,1,41,2047,0,0,0,1,1,0,1,1
5,2,237,5,2,6,1084,0,1,0,0,0,1,1,0
5,2,217,3,3,21,2600,0,0,0,1,0,0,1,1
4,4,203,2,1,4,4793,0,1,0,0,0,1,0,0
5,1,176,6,2,9,4839,0,0,0,0,0,1,1,1
2,3,188,3,2,51,3191,0,0,0,1,0,1,0,1
3,2,146,6,2,62,1162,0,0,0,0,0,1,0,1
4,5,269,4,2,60,3456,0,0,1,0,0,1,1,1
3,5,259,3,1,10,5978,0,0,0,0,0,1,0,0
4,1,256,3,1,6,5818,0,0,0,0,0,1,1,0
5,4,140,3,3,56,1332,1,0,0,0,0,1,0,1
3,4,253,3,1,6,3788,0,1,0,0,0,1,1,1
3,3,166,2,2,4,4254,0,0,1,0,0,1,1,1
6,5,291,4,1,3,1102,0,0,0,1,0,1,1,1
4,3,212,4,1,28,2422,0,0,0,1,0,1,1,1
4,1,102,3,2,3,4179,0,0,0,1,0,0,1,0
4,5,175,3,2,5,4194,0,0,0,1,1,0,0,0
3,4,253,3,3,8,5857,0,1,0,0,0,1,0,0
4,1,183,3,2,4,4789,0,0,0,1,0,1,0,0
3,5,238,6,2,8,5620,0,0,0,0,0,1,1,0
3,5,146,5,1,3,5489,0,0,1,0,0,1,0,0
3,1,207,3,1,5,4643,1,0,0,0,1,0,0,1
4,3,149,2,1,58,1657,1,0,0,0,0,1,0,1
4,3,296,2,2,9,1523,0,0,0,0,0,1,0,1
3,4,239,8,3,4,4192,0,0,0,1,0,0,1,0
4,4,258,3,2,8,5324,0,0,0,1,0,0,1,1
3,5,163,3,1,5,4570,0,0,1,0,1,0,1,0
3,4,167,3,2,52,1755,0,0,1,0,0,0,1,1
2,2,180,3,1,2,5033,0,1,0,0,0,1,1,1
4,4,231,3,1,9,4305,0,0,0,1,0,1,1,1
5,5,166,2,3,2,4562,1,0,0,0,0,1,0,1
4,5,139,3,1,65,1277,0,0,0,0,0,1,0,1
5,5,217,6,2,1,1761,0,0,1,0,0,1,1,0
6,1,163,4,3,3,4031,0,0,0,1,1,0,1,1
3,3,197,2,2,10,5255,0,0,1,0,0,1,1,0
7,1,255,4,2,8,1088,0,0,0,1,0,1,0,1
3,1,219,8,1,1,4122,0,0,0,0,1,0,0,1
4,1,257,3,1,47,1308,1,0,0,0,0,1,1,1
4,4,134,3,1,14,1716,0,0,0,1,0,1,0,1
2,5,156,2,1,2,1750,0,1,0,0,0,1,1,1
3,1,225,3,2,2,4284,0,1,0,0,0,1,1,0
5,4,156,2,1,57,1842,0,0,0,1,0,1,0,1
3,3,273,6,1,6,1771,0,0,0,0,0,1,1,1
3,3,137,4,1,6,4803,0,0,0,0,0,1,1,1
5,2,258,5,1,2,1232,0,0,1,0,0,1,0,1
5,2,198,3,1,7,5768,0,1,0,0,0,0,0,1
3,2,238,4,2,49,3179,1,0,0,0,0,0,0,1
2,1,112,5,1,1,4543,0,0,1,0,0,0,0,0
4,2,267,5,1,2,1876,1,0,0,0,0,0,0,0
4,2,147,3,2,44,1873,0,0,0,1,1,0,1,1
4,1,140,2,1,8,4926,0,0,0,1,0,1,1,0
6,2,266,4,2,3,1090,1,0,0,0,0,1,1,0
4,2,146,8,1,7,5245,0,0,0,0,1,0,1,1
4,2,266,3,3,1,5532,0,0,1,0,0,0,1,1
4,2,214,2,1,49,3416,0,0,1,0,0,0,1,1
4,3,246,2,1,6,4908,0,0,0,0,0,1,1,0
3,1,179,2,2,10,4828,0,0,0,0,0,1,0,0
3,3,176,3,2,14,1705,0,0,0,0,0,0,1,1
5,3,150,2,3,9,4446,0,0,1,0,0,1,0,0
5,2,226,3,2,1,5451,0,0,0,1,0,0,0,0
6,5,264,4,2,8,1755,0,0,1,0,0,1,1,0
3,5,183,2,1,10,2621,0,0,0,1,0,1,0,1
4,2,229,2,2,7,4855,0,0,0,1,1,0,0,1
3,4,179,4,1,44,1004,0,0,0,0,0,1,0,1
4,2,174,3,1,4,5625,0,1,0,0,0,1,1,0
3,5,202,2,1,4,3372,0,0,0,1,0,0,0,1
5,2,249,5,2,6,1298,0,0,0,0,1,0,1,0
4,4,216,2,2,6,3255,0,1,0,0,0,1,0,1
5,2,240,6,2,2,1852,1,0,0,0,0,1,0,1
4,2,192,3,1,3,4130,0,1,0,0,0,1,0,1
6,5,278,4,2,6,1140,0,0,1,0,1,0,0,0
4,3,256,2,2,3,4679,0,0,0,1,0,1,0,1
4,3,262,4,3,2,4783,0,1,0,0,0,0,0,1
3,1,242,6,1,10,5493,1,0,0,0,0,1,1,1
5,5,191,4,2,10,4933,1,0,0,0,0,1,0,1
3,2,255,3,2,8,4471,1,0,0,0,0,1,0,0
3,1,202,3,2,5,1556,1,0,0,0,0,1,1,1
3,5,135,2,1,4,5275,0,0,0,0,0,1,0,1
4,2,240,5,2,7,1711,1,0,0,0,0,1,1,1
6,2,244,4,1,4,1245,0,0,0,1,0,1,0,1
5,5,258,5,2,7,1819,0,0,0,1,0,0,1,0
5,5,133,2,1,18,1134,1,0,0,0,0,1,0,1
4,4,197,3,2,20,3080,1,0,0,0,0,1,1,1
5,4,248,5,1,3,1471,0,1,0,0,1,0,0,1
6,5,292,4,1,4,1762,1,0,0,0,0,1,1,1
7,3,305,4,1,3,1872,0,0,0,1,0,1,0,0
3,4,224,2,1,8,4162,0,0,0,0,0,0,1,0
4,5,171,3,2,2,1114,0,0,0,1,0,1,0,1
4,5,219,3,2,8,4605,1,0,0,0,0,1,1,0
4,5,185,3,2,17,2824,0,0,0,1,0,1,1,1
4,3,148,3,3,7,5034,0,0,0,0,0,1,0,1
5,5,142,4,2,8,5372,1,0,0,0,0,0,1,0
4,2,274,2,2,55,3416,0,1,0,0,0,1,1,1
4,5,261,2,2,6,5920,0,0,0,1,0,1,1,0
6,2,279,4,1,5,1836,0,1,0,0,1,0,0,0
5,2,168,2,1,6,5464,0,0,0,0,0,1,1,1
4,1,215,3,1,2,5563,0,1,0,0,0,0,0,1
4,5,105,5,3,4,5824,0,0,0,0,1,0,1,1
4,3,222,3,1,8,4861,0,0,0,1,0,1,0,0
5,3,141,3,1,9,4857,0,0,0,1,0,1,1,0
3,5,160,2,2,41,1495,0,0,1,0,0,1,0,1
5,1,220,3,2,8,5727,0,1,0,0,0,0,1,1
5,5,140,8,2,2,4793,0,0,0,1,0,1,1,1
3,1,219,2,1,39,2696,0,0,0,1,0,1,0,1
3,1,160,2,2,5,4435,0,0,0,0,0,1,1,1
6,5,185,3,3,1,5399,0,0,0,1,0,1,0,1
4,3,242,2,1,3,4811,0,0,0,1,0,1,1,1
6,3,254,5,2,7,1615,0,0,0,1,0,0,0,1
3,3,275,3,2,7,4968,1,0,0,0,0,1,1,0
5,5,230,10,3,3,5391,0,1,0,0,0,1,0,0
4,4,218,2,1,9,5637,0,0,1,0,0,1,1,0
4,4,212,2,2,8,4239,0,0,1,0,1,0,1,0
4,2,136,2,2,17,1285,0,0,0,0,0,0,0,1
3,4,221,3,1,1,4518,0,1,0,0,0,0,0,1
2,1,203,3,2,6,4234,0,0,1,0,0,0,1,0
3,4,260,3,1,21,2003,0,0,0,0,0,1,0,1
3,2,144,3,3,1,5307,0,0,0,1,0,1,1,0
5,5,243,6,2,9,4587,0,0,0,1,0,1,0,0
4,3,249,5,1,3,1012,0,0,0,1,0,1,0,1
5,5,232,3,1,3,5718,1,0,0,0,0,0,0,1
7,2,247,4,2,9,1096,0,0,0,1,0,1,0,1
3,5,137,2,1,6,5709,0,0,1,0,0,1,0,1
4,5,209,8,2,59,2948,0,0,0,1,0,0,0,1
3,1,263,3,2,6,2715,0,0,1,0,0,1,1,1
3,3,274,3,1,5,5981,0,0,0,0,1,0,0,1
3,3,144,2,1,6,5994,0,0,0,1,0,1,1,1
4,3,173,3,2,2,4351,0,0,1,0,0,0,0,0
6,4,256,4,3,2,5021,0,0,1,0,0,1,1,0
4,1,173,3,1,4,4634,0,0,0,1,0,0,0,0
3,5,156,6,1,65,1308,0,0,1,0,0,0,1,1
6,3,310,4,1,2,1817,0,1,0,0,0,1,0,0
5,5,198,5,2,36,2803,0,0,0,0,0,1,1,1
4,2,206,2,2,5,4635,0,0,0,1,1,0,1,0
4,1,152,3,3,26,1464,0,0,0,1,0,1,1,1
4,3,216,2,1,52,3578,0,0,0,1,0,1,1,1
5,2,244,3,1,2,4198,1,0,0,0,0,1,1,0
4,5,241,4,2,58,2874,1,0,0,0,0,1,1,1
3,2,139,2,1,63,1767,1,0,0,0,0,1,1,1
3,2,248,3,2,8,5171,0,1,0,0,0,1,1,0
5,1,173,2,1,4,4242,1,0,0,0,0,1,0,1
3,4,143,3,1,1,4392,0,0,0,1,1,0,0,1
3,4,226,2,2,1,5460,0,0,0,0,0,1,0,0
3,3,239,2,2,2,5625,0,0,0,0,0,1,0,0
3,3,203,3,2,4,5548,0,0,0,0,0,1,0,0
5,3,193,4,2,3,5026,1,0,0,0,1,0,0,0
4,3,139,3,1,1,4986,0,0,0,1,1,0,0,0
2,5,168,2,1,1,4831,0,0,0,1,0,0,0,0
6,4,247,4,1,2,1326,0,0,0,1,0,0,0,0
4,1,137,2,1,3,4657,1,0,0,0,1,0,1,0
5,2,242,5,2,1,1004,0,0,0,0,0,1,0,1
3,1,227,3,1,10,4305,1,0,0,0,0,1,1,1
3,4,285,6,1,27,2249,0,1,0,0,0,1,0,1
4,2,206,7,3,7,5479,0,0,0,1,0,1,1,1
3,5,184,3,1,2,4357,0,1,0,0,0,1,0,1
3,5,244,2,2,10,4064,0,1,0,0,0,1,0,1
4,5,183,4,1,3,5881,0,1,0,0,0,1,1,0
4,1,265,2,1,10,5418,0,0,1,0,0,0,0,1
5,2,168,2,1,10,5225,0,0,1,0,1,0,0,1
5,5,135,3,2,2,5849,0,1,0,0,0,1,1,1
4,4,202,3,1,3,5524,0,0,1,0,0,1,0,1
4,2,272,4,1,3,5566,0,0,1,0,0,1,1,0
2,3,136,3,1,10,4933,1,0,0,0,0,1,1,0
3,3,132,2,1,9,4355,0,1,0,0,0,1,0,1
5,4,223,3,2,7,5738,1,0,0,0,0,1,1,0
7,1,291,4,1,2,1216,0,0,1,0,0,0,1,1
3,5,152,4,2,2,4809,0,0,0,1,0,1,1,0
4,5,267,5,1,7,1983,0,0,0,1,0,1,1,0
5,5,145,2,2,48,1834,0,0,0,0,0,1,1,1
3,1,197,2,1,4,3621,0,0,0,0,1,0,1,1
